location,name,kind,region,realm,rank,source
me_land_0285,Azrahir,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_0286,Gathath,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0287,Muzgdûr,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0288,Bar duinath,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_0289,Karmath,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0290,Carrockbank,land,me_mirkwood_region,BEO,place,† M3 regional lexicon
me_land_0291,Calen duinath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0292,Celon duinath,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_0293,Khurath,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0294,Nim duinath,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_0295,Amon falasath,land,me_anorien_region,GON,place,† M3 regional lexicon
me_land_0296,Oakbourne,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0297,Nazgdûr,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_0298,Lodath,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_0299,Skaidûr,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0300,Kingbank,land,me_dale_region,ESG,place,† M3 regional lexicon
me_land_0301,Southbourne,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_0302,Dol falasath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0303,Stonebourne,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0304,Carchost,land,me_brown_lands_region,MOR,fortress,"LOTR, Book V, Ch. 10"
me_land_0305,Ugldûr,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0306,Gamilabad,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_0307,Eithel falasath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0308,Emyn falasath,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_0309,Westbourne,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0310,Imlad falasath,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_0311,Alderbridge,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0312,Urukdûr,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0313,Minas falasath,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_0314,Narath,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0315,Bahrahir,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_0316,Ashbridge,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0317,Starcamp,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0318,Rhovath,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0319,Ost falasath,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_0320,Barrowbridge,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0321,Taur falasath,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_0322,Gatholabad,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_0323,Beaconbridge,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0324,Beorburna,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_0325,Bar falasath,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_0326,Darahir,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_0327,Calen falasath,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_0328,Farahir,land,me_near_harad_region,HRA,place,† M3 regional lexicon
me_land_0329,Whitecamp,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0330,Sagath,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0331,Celon falasath,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_0332,Sharath,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0333,Ashfang,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0334,Nim falasath,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_0335,Blackbridge,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_0336,Uldath,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0337,Hadrahir,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_0338,Lond Daer,land,me_enedwaith_region,WILD,ruin,"Unfinished Tales, The History of Galadriel and Celeborn"
me_land_0339,Wainath,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_0340,Azgfang,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_0341,Blackfang,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0342,Amon galenath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0343,Dol galenath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0344,Zorath,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0345,Lakebank,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_0346,Balen,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0347,Bramblebridge,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0348,Eithel galenath,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_0349,Bregoburna,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_0350,Burzfang,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_0351,Dushfang,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_0352,Ghashfang,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_0353,Bucklandbridge,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0354,Emyn galenath,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_0355,Kharahir,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_0356,Mahrahir,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0357,Imlad galenath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0358,Boren,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0359,Minas galenath,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_0360,Gorfang,land,me_brown_lands_region,DOL,place,† M3 regional lexicon
me_land_0361,Wintercamp,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0362,Narahir,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0363,Coldfell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0364,Grishfang,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0365,Krimpfang,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_0366,Lugfang,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0367,Cedarbridge,land,me_shire_breeland_region,BRE,place,† M3 regional lexicon
me_land_0368,Ravenbank,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_0369,Driftfell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0370,Zandak,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0371,Cloverbank,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_0372,Arzan,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0373,Derndingle,land,me_rohan_region,FAN,refuge,"LOTR, Book III, Ch. 4"
me_land_0374,Frostfell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0375,Deepbridge,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0376,Icefell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0377,Eastbridge,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0378,Ost galenath,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_0379,Taur galenath,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_0380,Gathen,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0381,Greenbridge,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0382,Dimplebank,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_0383,Khazabad,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_0384,Northfell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0385,Greybridge,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0386,Goldenbank,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_0387,Bar galenath,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_0388,Calen galenath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0389,Karmen,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0390,Celon galenath,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_0391,Khuren,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0392,Mauhfang,land,me_grey_mountains_region,GUN,place,† M3 regional lexicon
me_land_0393,Palefell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0394,Nim galenath,land,me_north_arnor_region,RIV,place,† M3 regional lexicon
me_land_0395,Amon gondath,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_0396,Qasahir,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0397,Rakhahir,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_0398,Ceorlburna,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_0399,Sahrahir,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0400,Muzgfang,land,me_grey_mountains_region,GUN,place,† M3 regional lexicon
me_land_0401,Nazgfang,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0402,Loden,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0403,Longbridge,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0404,Balkan,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0405,Drazan,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0406,Naren,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0407,Gharan,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0408,Tazahir,land,me_far_harad_region,HRA,place,† M3 regional lexicon
me_land_0409,Déorburna,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_0410,Rhoven,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0411,Sagen,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0412,Kandan,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_0413,Honeybank,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_0414,Sharen,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0415,Umrahir,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0416,Skaifang,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0417,Dol gondath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0418,Eithel gondath,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_0419,Zarahir,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_0420,Ulden,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0421,Northbridge,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0422,Oakbridge,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_0423,Eorlburna,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_0424,Emyn gondath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0425,Imlad gondath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0426,Azramar,land,me_near_harad_region,HRA,place,† M3 regional lexicon
me_land_0427,Fernbank,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_0428,Wainen,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0429,Sealfell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0430,Zoren,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0431,Minas gondath,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_0432,Southbridge,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0433,Stonebridge,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_0434,Westbridge,land,me_anduin_vale_region,WDM,place,† M3 regional lexicon
me_land_0435,Alderbrook,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0436,Ashbrook,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0437,Redbank,land,me_dale_region,DAL,place,† M3 regional lexicon
me_land_0438,Barrowbrook,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0439,Balod,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0440,Borod,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0441,Gathod,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0442,Uglfang,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_0443,Ost gondath,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_0444,Urukfang,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0445,Beaconbrook,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_0446,Bahramar,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0447,Ashgash,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_0448,Taur gondath,land,me_north_arnor_region,RAN,place,† M3 regional lexicon
me_land_0449,Karmod,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0450,Blackbrook,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0451,Bar gondath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0452,Azggash,land,me_rohan_region,ISE,place,† M3 regional lexicon
me_land_0453,Khurod,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0454,Lodod,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_0455,Calen gondath,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_0456,Amberby,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_0457,Bramblebrook,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0458,Bucklandbrook,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0459,Narod,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0460,Celon gondath,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_0461,Nim gondath,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_0462,Kheledabad,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_0463,Bardby,land,me_dale_region,ESG,place,† M3 regional lexicon
me_land_0464,Bellby,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_0465,Daramar,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_0466,Amon lothath,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_0467,Snowfell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0468,Dol lothath,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_0469,Rhovod,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0470,Nargabad,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_0471,Khazan,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0472,Faramar,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0473,Eithel lothath,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_0474,Starfell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0475,Cedarbrook,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0476,Khoran,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0477,Emyn lothath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0478,Deepbrook,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_0479,Imlad lothath,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_0480,Eastbrook,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_0481,Hadramar,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0482,Ruzan,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0483,Haybank,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_0484,Minas lothath,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_0485,Greenbrook,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_0486,Ost lothath,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_0487,Kharamar,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_0488,Folcburna,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_0489,Blackgash,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0490,Sagod,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0491,Whitefell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0492,Burzgash,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_0493,Dushgash,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_0494,Sharod,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0495,Taur lothath,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_0496,Winterfell,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0497,Coldfloe,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_0498,Bar lothath,land,me_north_arnor_region,RAN,place,† M3 regional lexicon
me_land_0499,Bowby,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_0500,Skarnan,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_0501,Driftfloe,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_0502,Targan,land,me_near_harad_region,KHA,place,† M3 regional lexicon
me_land_0503,Calen lothath,land,me_north_arnor_region,RIV,place,† M3 regional lexicon
me_land_0504,Uldod,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_0505,Ghashgash,land,me_rohan_region,ISE,place,† M3 regional lexicon
me_land_0506,Hazelbank,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
